Participant Language,ImgName,ItemEnglish,HomonymLang,Expected,Response,Response in English,Match,Intersection,Match Partial,Partial Intersection,Freq,
tu,kanepe_2.png,slider_sandwiches,tu,kanepe,kanepe,Slider sandwiches,1,kanepe,0,,4,
tu,kanepe_2.png,slider_sandwiches,tu,kanepe,"kanepe, yiyecek","Slider sandwiches, food",1,kanepe,0,,1,
du,kap_1.png,container,tu,"bakje, bakjes",bakjes,,1,bakjes,0,,11,
du,kap_1.png,container,tu,"bakje, bakjes",bakje,,1,bakje,0,,3,
du,kap_1.png,container,tu,"bakje, bakjes","bakje, tupperwear",,1,bakje,0,,1,
du,kap_1.png,container,tu,"bakje, bakjes","bakjes, plastic",,1,bakjes,0,,1,
du,kap_1.png,container,tu,"bakje, bakjes","tupperware, bakjes",,1,bakjes,0,,1,
du,kap_1.png,container,tu,"bakje, bakjes",vershoudbakje,,0,,1,vershoudbakje,1,
du,kap_1.png,container,tu,"bakje, bakjes",tupperware,,0,,0,,4,
du,kap_1.png,container,tu,"bakje, bakjes",bekers,,0,,0,,1,
du,kap_1.png,container,tu,"bakje, bakjes",bekertje,,0,,0,,1,
du,kap_1.png,container,tu,"bakje, bakjes",doos,,0,,0,,1,
du,kap_1.png,container,tu,"bakje, bakjes",kommen,,0,,0,,1,
du,kap_1.png,container,tu,"bakje, bakjes",plastic,,0,,0,,1,
du,kap_1.png,container,tu,"bakje, bakjes",potje,,0,,0,,1,
du,kap_1.png,container,tu,"bakje, bakjes",potjes,,0,,0,,1,
du,kap_1.png,container,tu,"bakje, bakjes",potten,,0,,0,,1,
tu,kap_1.png,container,tu,kap,kap,Container,1,kap,0,,2,
tu,kap_1.png,container,tu,kap,"plastik kap, tupperware","Plastic container, tupperware",0,,0,,1,
tu,kap_1.png,container,tu,kap,saklama kabi,Storage container,0,,0,,1,
tu,kap_1.png,container,tu,kap,saklama kaplari,Storage containers,0,,0,,1,
du,kap_2.png,phone_case,tu,"telefoonhoesje, telefoonhoesjes",telefoonhoesjes,,1,telefoonhoesjes,0,,15,
du,kap_2.png,phone_case,tu,"telefoonhoesje, telefoonhoesjes",telefoonhoesje,,1,telefoonhoesje,0,,8,
du,kap_2.png,phone_case,tu,"telefoonhoesje, telefoonhoesjes",hoesjes,,0,,1,hoesjes,2,
du,kap_2.png,phone_case,tu,"telefoonhoesje, telefoonhoesjes",hoesje,,0,,1,hoesje,1,
du,kap_2.png,phone_case,tu,"telefoonhoesje, telefoonhoesjes",smartphonehoesje,,0,,1,smartphonehoesje,1,
du,kap_2.png,phone_case,tu,"telefoonhoesje, telefoonhoesjes",telefoonhoes,,0,,0,,3,
tu,kap_2.png,phone_case,tu,kap,telefon kabı,Phone case,0,,0,,2,
tu,kap_2.png,phone_case,tu,kap,telefon kabi,Phone case,0,,0,,1,
tu,kap_2.png,phone_case,tu,kap,"telefon kabı, telefon kılıfı",Phone case,0,,0,,1,
tu,kap_2.png,phone_case,tu,kap,telefon kilifi,Phone case,0,,0,,1,
du,kara_1.png,black,tu,zwart,zwart,,1,zwart,0,,26,
du,kara_1.png,black,tu,zwart,"zwart, donker",,1,zwart,0,,1,
du,kara_1.png,black,tu,zwart,"zwart, kleurtinten",,1,zwart,0,,1,
du,kara_1.png,black,tu,zwart,balk,,0,,0,,1,
du,kara_1.png,black,tu,zwart,gordijn,,0,,0,,1,
tu,kara_1.png,black,tu,kara,siyah,Black,0,,0,,4,
tu,kara_1.png,black,tu,kara,"siyah, koyu","Black, dark",0,,0,,1,
du,kara_2a.png,land_not_water,tu,land,land,,1,land,0,,2,
du,kara_2a.png,land_not_water,tu,land,"kust, land",,1,land,0,,1,
du,kara_2a.png,land_not_water,tu,land,"land, eiland",,1,land,0,,1,
du,kara_2a.png,land_not_water,tu,land,kust,,0,,0,,12,
du,kara_2a.png,land_not_water,tu,land,eiland,,0,,0,,4,
du,kara_2a.png,land_not_water,tu,land,rotsen,,0,,0,,2,
du,kara_2a.png,land_not_water,tu,land,strand,,0,,0,,2,
du,kara_2a.png,land_not_water,tu,land,berg,,0,,0,,1,
du,kara_2a.png,land_not_water,tu,land,bergrug,,0,,0,,1,
du,kara_2a.png,land_not_water,tu,land,"kliffen, kustlijn",,0,,0,,1,
du,kara_2a.png,land_not_water,tu,land,klip,,0,,0,,1,
du,kara_2a.png,land_not_water,tu,land,kustlijn,,0,,0,,1,
du,kara_2a.png,land_not_water,tu,land,uitzicht,,0,,0,,1,
tu,kara_2a.png,land_not_water,tu,kara,"delta, deniz kenari","Delta, coast",0,,0,,1,
tu,kara_2a.png,land_not_water,tu,kara,deniz kıyısı,Coast,0,,0,,1,
tu,kara_2a.png,land_not_water,tu,kara,kayalik,Rocky,0,,0,,1,
tu,kara_2a.png,land_not_water,tu,kara,kıyı,Coast,0,,0,,1,
tu,kara_2a.png,land_not_water,tu,kara,sahil,Beach,0,,0,,1,
du,kara_2b.png,land_not_water,tu,land,horizon,,0,,0,,11,
du,kara_2b.png,land_not_water,tu,land,bergen,,0,,0,,9,
du,kara_2b.png,land_not_water,tu,land,berg,,0,,0,,1,
du,kara_2b.png,land_not_water,tu,land,"bergen, uitzicht",,0,,0,,1,
du,kara_2b.png,land_not_water,tu,land,bergrug,,0,,0,,1,
du,kara_2b.png,land_not_water,tu,land,eilad,,0,,0,,1,
du,kara_2b.png,land_not_water,tu,land,evenredig,,0,,0,,1,
du,kara_2b.png,land_not_water,tu,land,gebergte,,0,,0,,1,
du,kara_2b.png,land_not_water,tu,land,"gezichtseinder, kim",,0,,0,,1,
du,kara_2b.png,land_not_water,tu,land,"heuvels, horizon",,0,,0,,1,
du,kara_2b.png,land_not_water,tu,land,uitzicht,,0,,0,,1,
du,kara_2b.png,land_not_water,tu,land,"uitzicht, skyline",,0,,0,,1,
tu,kara_2b.png,land_not_water,tu,kara,dağ,Mountain  ,0,,0,,3,
tu,kara_2b.png,land_not_water,tu,kara,ada,Island,0,,0,,1,
tu,kara_2b.png,land_not_water,tu,kara,dağlar,Mountains,0,,0,,1,
du,kasa_1.png,safe_money,tu,kluis,kluis,,1,kluis,0,,30,
tu,kasa_1.png,safe_money,tu,kasa,kasa,Safe,1,kasa,0,,4,
tu,kasa_1.png,safe_money,tu,kasa,çelik kasa,Steel safe,0,,0,,1,
du,kasa_2a.png,case_fruit,tu,"mandje, krat, kratje, mand",krat,,1,krat,0,,22,
du,kasa_2a.png,case_fruit,tu,"mandje, krat, kratje, mand",mand,,1,mand,0,,5,
du,kasa_2a.png,case_fruit,tu,"mandje, krat, kratje, mand",kratje,,1,kratje,0,,1,
du,kasa_2a.png,case_fruit,tu,"mandje, krat, kratje, mand",mandje,,1,mandje,0,,1,
du,kasa_2a.png,case_fruit,tu,"mandje, krat, kratje, mand",kist,,0,,0,,1,
tu,kasa_2a.png,case_fruit,tu,kasa,kasa,Case,1,kasa,0,,4,
tu,kasa_2a.png,case_fruit,tu,kasa,"kasa, meyve kasası","Case, fruit case",1,kasa,0,,1,
du,kasa_2b.png,market_checkout,tu,kassa,kassa,,1,kassa,0,,29,
du,kasa_2b.png,market_checkout,tu,kassa,"kassa, speelgoed",,1,kassa,0,,1,
tu,kasa_2b.png,market_checkout,tu,kasa,kasa,Market checkout,1,kasa,0,,3,
tu,kasa_2b.png,market_checkout,tu,kasa,market kasası,Market checkout,0,,0,,1,
tu,kasa_2b.png,market_checkout,tu,kasa,yazarkasa,Cash register,0,,0,,1,
du,kedi_dili_1.png,cat_tongue,tu,kattentong,"tong,kattentong",,1,kattentong,1,tong,1,
du,kedi_dili_1.png,cat_tongue,tu,kattentong,kattentong,,1,kattentong,0,,1,
du,kedi_dili_1.png,cat_tongue,tu,kattentong,tong,,0,,1,tong,25,
du,kedi_dili_1.png,cat_tongue,tu,kattentong,"tong, kat",,0,,1,"tong, kat",2,
du,kedi_dili_1.png,cat_tongue,tu,kattentong,"tong, likken",,0,,1,tong,1,
tu,kedi_dili_1.png,cat_tongue,tu,kedi dili,kedi dili,Cat tongue,1,kedi dili,0,,2,
tu,kedi_dili_1.png,cat_tongue,tu,kedi dili,"dil, kedi dili","Tongue, cat tongue",1,kedi dili,0,,1,
tu,kedi_dili_1.png,cat_tongue,tu,kedi dili,dil,Tongue ,0,,0,,1,
tu,kedi_dili_1.png,cat_tongue,tu,kedi dili,kedinin dili,Cat's tongue,0,,0,,1,
du,kedi_dili_2.png,lady_fingers_biscuit,tu,"lange vingers, langevingers, langevinger, lange vinger",lange vingers,,1,lange vingers,0,,7,
du,kedi_dili_2.png,lady_fingers_biscuit,tu,"lange vingers, langevingers, langevinger, lange vinger",langevingers,,1,langevingers,0,,6,
du,kedi_dili_2.png,lady_fingers_biscuit,tu,"lange vingers, langevingers, langevinger, lange vinger",lange vinger,,1,lange vinger,0,,2,
du,kedi_dili_2.png,lady_fingers_biscuit,tu,"lange vingers, langevingers, langevinger, lange vinger","koek, lange vinger",,1,lange vinger,0,,1,
du,kedi_dili_2.png,lady_fingers_biscuit,tu,"lange vingers, langevingers, langevinger, lange vinger","koekje, langevinger",,1,langevinger,0,,1,
du,kedi_dili_2.png,lady_fingers_biscuit,tu,"lange vingers, langevingers, langevinger, lange vinger","koekjes, lange vingers",,1,lange vingers,0,,1,
du,kedi_dili_2.png,lady_fingers_biscuit,tu,"lange vingers, langevingers, langevinger, lange vinger","lange vinger, koekje",,1,lange vinger,0,,1,
du,kedi_dili_2.png,lady_fingers_biscuit,tu,"lange vingers, langevingers, langevinger, lange vinger",langevinger,,1,langevinger,0,,1,
du,kedi_dili_2.png,lady_fingers_biscuit,tu,"lange vingers, langevingers, langevinger, lange vinger","langevinger, tiramisu",,1,langevinger,0,,1,
du,kedi_dili_2.png,lady_fingers_biscuit,tu,"lange vingers, langevingers, langevinger, lange vinger","koekje, vinger",,0,,1,vinger,1,
du,kedi_dili_2.png,lady_fingers_biscuit,tu,"lange vingers, langevingers, langevinger, lange vinger",vinger,,0,,1,vinger,1,
du,kedi_dili_2.png,lady_fingers_biscuit,tu,"lange vingers, langevingers, langevinger, lange vinger",koekjes,,0,,0,,3,
du,kedi_dili_2.png,lady_fingers_biscuit,tu,"lange vingers, langevingers, langevinger, lange vinger",koek,,0,,0,,2,
du,kedi_dili_2.png,lady_fingers_biscuit,tu,"lange vingers, langevingers, langevinger, lange vinger",koekje,,0,,0,,1,
du,kedi_dili_2.png,lady_fingers_biscuit,tu,"lange vingers, langevingers, langevinger, lange vinger","vingers, koekje",,0,,0,,1,
tu,kedi_dili_2.png,lady_fingers_biscuit,tu,kedi dili,kedi dili,Lady fingers,1,kedi dili,0,,3,
tu,kedi_dili_2.png,lady_fingers_biscuit,tu,kedi dili,"atıştırmalık, bisküvi","Snack, biscuit",0,,0,,1,
tu,kedi_dili_2.png,lady_fingers_biscuit,tu,kedi dili,kedi dili bisküvi,Lady fingers biscuit,0,,0,,1,
du,kız_1.png,girl,tu,meisje,meisje,,1,meisje,0,,17,
du,kız_1.png,girl,tu,meisje,"kind, meisje",,1,meisje,0,,2,
du,kız_1.png,girl,tu,meisje,"meisje, kind",,1,meisje,0,,2,
du,kız_1.png,girl,tu,meisje,kind,,0,,0,,6,
du,kız_1.png,girl,tu,meisje,carnaval,,0,,0,,1,
du,kız_1.png,girl,tu,meisje,kidn,,0,,0,,1,
du,kız_1.png,girl,tu,meisje,kindje,,0,,0,,1,
tu,kız_1.png,girl,tu,"kız, kiz",kiz,Girl,1,kiz,0,,1,
tu,kız_1.png,girl,tu,"kız, kiz",kız,Girl,1,kız,0,,1,
tu,kız_1.png,girl,tu,"kız, kiz",çocuk,Kid,0,,0,,1,
tu,kız_1.png,girl,tu,"kız, kiz","sarışın kız, çocuk","Blonde girl, kid",0,,0,,1,
tu,kız_1.png,girl,tu,"kız, kiz",sarışın küçük kız,Blonde little girl,0,,0,,1,
du,kız_2.png,queen_cards,tu,"koningin, koniging, koninging",koningin,,1,koningin,0,,15,
du,kız_2.png,queen_cards,tu,"koningin, koniging, koninging",koniging,,1,koniging,0,,1,
du,kız_2.png,queen_cards,tu,"koningin, koniging, koninging","koningin, kaartspel",,1,koningin,0,,1,
du,kız_2.png,queen_cards,tu,"koningin, koniging, koninging","koningin, vrouw",,1,koningin,0,,1,
du,kız_2.png,queen_cards,tu,"koningin, koniging, koninging",koninging,,1,koninging,0,,1,
du,kız_2.png,queen_cards,tu,"koningin, koniging, koninging",koning,,0,,1,koning,1,
du,kız_2.png,queen_cards,tu,"koningin, koniging, koninging",vrouw,,0,,0,,6,
du,kız_2.png,queen_cards,tu,"koningin, koniging, koninging",dame,,0,,0,,1,
du,kız_2.png,queen_cards,tu,"koningin, koniging, koninging",kaaren,,0,,0,,1,
du,kız_2.png,queen_cards,tu,"koningin, koniging, koninging",q,,0,,0,,1,
du,kız_2.png,queen_cards,tu,"koningin, koniging, koninging","vrouw, kaartspel",,0,,0,,1,
tu,kız_2.png,queen_cards,tu,"kız, kiz",kız,Queen,1,kız,0,,1,
tu,kız_2.png,queen_cards,tu,"kız, kiz",iskambil kagidi (kız),Card (Queen),0,,0,,1,
tu,kız_2.png,queen_cards,tu,"kız, kiz",maça,Spade,0,,0,,1,
tu,kız_2.png,queen_cards,tu,"kız, kiz",oyun karti,Card  ,0,,0,,1,
tu,kız_2.png,queen_cards,tu,"kız, kiz",queen,Queen,0,,0,,1,
du,koç_1.png,ram,tu,ram,ram,,1,ram,0,,6,
du,koç_1.png,ram,tu,ram,bok,,0,,0,,11,
du,koç_1.png,ram,tu,ram,geit,,0,,0,,3,
du,koç_1.png,ram,tu,ram,steenbok,,0,,0,,3,
du,koç_1.png,ram,tu,ram,beest,,0,,0,,1,
du,koç_1.png,ram,tu,ram,"bok, steenbok",,0,,0,,1,
du,koç_1.png,ram,tu,ram,"dier, bok",,0,,0,,1,
du,koç_1.png,ram,tu,ram,gems,,0,,0,,1,
du,koç_1.png,ram,tu,ram,gnoe,,0,,0,,1,
du,koç_1.png,ram,tu,ram,"moeflon, schaap",,0,,0,,1,
du,koç_1.png,ram,tu,ram,schaap,,0,,0,,1,
tu,koç_1.png,ram,tu,"koç, koc",koç,Ram,1,koç,0,,2,
tu,koç_1.png,ram,tu,"koç, koc",boynuz,Horn,0,,0,,1,
tu,koç_1.png,ram,tu,"koç, koc",keci,Goat,0,,0,,1,
tu,koç_1.png,ram,tu,"koç, koc",keçi,Goat,0,,0,,1,
du,koç_2a.png,coach_trainer,tu,"trainer, coach",coach,,1,coach,0,,15,
du,koç_2a.png,coach_trainer,tu,"trainer, coach",trainer,,1,trainer,0,,3,
du,koç_2a.png,coach_trainer,tu,"trainer, coach","coach, trainer",,1,"coach, trainer",0,,1,
du,koç_2a.png,coach_trainer,tu,"trainer, coach","trainer, coach",,1,"trainer, coach",0,,1,
du,koç_2a.png,coach_trainer,tu,"trainer, coach",honkbalcoach,,0,,1,honkbalcoach,1,
du,koç_2a.png,coach_trainer,tu,"trainer, coach",honkbal,,0,,0,,2,
du,koç_2a.png,coach_trainer,tu,"trainer, coach",slagman,,0,,0,,2,
du,koç_2a.png,coach_trainer,tu,"trainer, coach",baseball,,0,,0,,1,
du,koç_2a.png,coach_trainer,tu,"trainer, coach",demonstratie,,0,,0,,1,
du,koç_2a.png,coach_trainer,tu,"trainer, coach",pitcher,,0,,0,,1,
du,koç_2a.png,coach_trainer,tu,"trainer, coach",sporter,,0,,0,,1,
du,koç_2a.png,coach_trainer,tu,"trainer, coach",vader,,0,,0,,1,
tu,koç_2a.png,coach_trainer,tu,"koç, koc",koç,Coach,1,koç,0,,3,
tu,koç_2a.png,coach_trainer,tu,"koç, koc",koc,Coach,1,koc,0,,1,
tu,koç_2a.png,coach_trainer,tu,"koç, koc","koç, antranör","Coach, trainer",1,koç,0,,1,
du,koç_2b.png,coach_trainer,tu,"trainer, coach",coach,,1,coach,0,,8,
du,koç_2b.png,coach_trainer,tu,"trainer, coach","scheidsrechter, coach",,1,coach,0,,1,
du,koç_2b.png,coach_trainer,tu,"trainer, coach","trainer, coach",,1,"trainer, coach",0,,1,
du,koç_2b.png,coach_trainer,tu,"trainer, coach",scheidsrechter,,0,,0,,6,
du,koç_2b.png,coach_trainer,tu,"trainer, coach",conducteur,,0,,0,,2,
du,koç_2b.png,coach_trainer,tu,"trainer, coach",controleur,,0,,0,,2,
du,koç_2b.png,coach_trainer,tu,"trainer, coach",verkeersregelaar,,0,,0,,2,
du,koç_2b.png,coach_trainer,tu,"trainer, coach",aanvoerder,,0,,0,,1,
du,koç_2b.png,coach_trainer,tu,"trainer, coach",agent,,0,,0,,1,
du,koç_2b.png,coach_trainer,tu,"trainer, coach",arboter,,0,,0,,1,
du,koç_2b.png,coach_trainer,tu,"trainer, coach",arts,,0,,0,,1,
du,koç_2b.png,coach_trainer,tu,"trainer, coach",conductuer,,0,,0,,1,
du,koç_2b.png,coach_trainer,tu,"trainer, coach",gangster,,0,,0,,1,
du,koç_2b.png,coach_trainer,tu,"trainer, coach",leraar,,0,,0,,1,
du,koç_2b.png,coach_trainer,tu,"trainer, coach",poppetje,,0,,0,,1,
tu,koç_2b.png,coach_trainer,tu,"koç, koc",koç,Coach,1,koç,0,,2,
tu,koç_2b.png,coach_trainer,tu,"koç, koc","hakem, koç","Referee, coach",1,koç,0,,1,
tu,koç_2b.png,coach_trainer,tu,"koç, koc",hakem,Referee ,0,,0,,2,
du,korkuluk_1.png,scarecrow,tu,"vogelverschrikker, vogelschrikker, vogelverschikker",vogelverschrikker,,1,vogelverschrikker,0,,25,
du,korkuluk_1.png,scarecrow,tu,"vogelverschrikker, vogelschrikker, vogelverschikker",vogelverschikker,,1,vogelverschikker,0,,3,
du,korkuluk_1.png,scarecrow,tu,"vogelverschrikker, vogelschrikker, vogelverschikker",vogelschrikker,,1,vogelschrikker,0,,1,
du,korkuluk_1.png,scarecrow,tu,"vogelverschrikker, vogelschrikker, vogelverschikker","vogelverschrikker, stropop",,1,vogelverschrikker,0,,1,
tu,korkuluk_1.png,scarecrow,tu,korkuluk,korkuluk,Scarecrow,1,korkuluk,0,,5,
du,korkuluk_2.png,stair_rail,tu,trapleuning,"trap, trapleuning",,1,trapleuning,1,trap,2,
du,korkuluk_2.png,stair_rail,tu,trapleuning,"trap, leuning, trapleuning",,1,trapleuning,1,"trap, leuning",1,
du,korkuluk_2.png,stair_rail,tu,trapleuning,trapleuning,,1,trapleuning,0,,11,
du,korkuluk_2.png,stair_rail,tu,trapleuning,trap,,0,,1,trap,12,
du,korkuluk_2.png,stair_rail,tu,trapleuning,leuning,,0,,1,leuning,1,
du,korkuluk_2.png,stair_rail,tu,trapleuning,reling,,0,,0,,3,
tu,korkuluk_2.png,stair_rail,tu,korkuluk,korkuluk,Stair rail,1,korkuluk,0,,1,
tu,korkuluk_2.png,stair_rail,tu,korkuluk,basamak,Stairs,0,,0,,1,
tu,korkuluk_2.png,stair_rail,tu,korkuluk,merdiven kollugu,Stair arm-rest,0,,0,,1,
tu,korkuluk_2.png,stair_rail,tu,korkuluk,tırabzan,Handrail,0,,0,,1,
tu,korkuluk_2.png,stair_rail,tu,korkuluk,trabzan,Handrail,0,,0,,1,
du,kupa_1.png,hearts_cards,tu,harten,harten,,1,harten,0,,12,
du,kupa_1.png,hearts_cards,tu,harten,"harten, aas, kaart",,1,harten,0,,1,
du,kupa_1.png,hearts_cards,tu,harten,"harten, kaart",,1,harten,0,,1,
du,kupa_1.png,hearts_cards,tu,harten,hart,,0,,1,hart,6,
du,kupa_1.png,hearts_cards,tu,harten,"hart, kaartspel",,0,,1,hart,1,
du,kupa_1.png,hearts_cards,tu,harten,hartje,,0,,1,hartje,1,
du,kupa_1.png,hearts_cards,tu,harten,aas,,0,,0,,4,
du,kupa_1.png,hearts_cards,tu,harten,afbeelding laadt niet,,0,,0,,1,
du,kupa_1.png,hearts_cards,tu,harten,kaart,,0,,0,,1,
du,kupa_1.png,hearts_cards,tu,harten,kaarten,,0,,0,,1,
du,kupa_1.png,hearts_cards,tu,harten,speelkaarten,,0,,0,,1,
tu,kupa_1.png,hearts_cards,tu,kupa,kupa,Hearts,1,kupa,0,,2,
tu,kupa_1.png,hearts_cards,tu,kupa,iskambil kagitlari,Cards,0,,0,,1,
tu,kupa_1.png,hearts_cards,tu,kupa,iskambil kağıtları,Cards,0,,0,,1,
tu,kupa_1.png,hearts_cards,tu,kupa,kart,Card,0,,0,,1,
du,kupa_2.png,cup,tu,"beker, mok, kop","kopje, beker",,1,beker,1,kopje,1,
du,kupa_2.png,cup,tu,"beker, mok, kop","kopje, mok",,1,mok,1,kopje,1,
du,kupa_2.png,cup,tu,"beker, mok, kop","mok, kopje",,1,mok,1,kopje,1,
du,kupa_2.png,cup,tu,"beker, mok, kop",mok,,1,mok,0,,7,
du,kupa_2.png,cup,tu,"beker, mok, kop",beker,,1,beker,0,,2,
du,kupa_2.png,cup,tu,"beker, mok, kop",kop,,1,kop,0,,1,
du,kupa_2.png,cup,tu,"beker, mok, kop","kop, mok",,1,"kop, mok",0,,1,
du,kupa_2.png,cup,tu,"beker, mok, kop","mok, beker",,1,"mok, beker",0,,1,
du,kupa_2.png,cup,tu,"beker, mok, kop",kopje,,0,,1,kopje,14,
du,kupa_2.png,cup,tu,"beker, mok, kop",theekopje,,0,,1,theekopje,1,
tu,kupa_2.png,cup,tu,kupa,kupa,Cup,1,kupa,0,,3,
tu,kupa_2.png,cup,tu,kupa,"fincan, kupa",Cup,1,kupa,0,,1,
tu,kupa_2.png,cup,tu,kupa,"kupa, bardak","Cup, glass",1,kupa,0,,1,
du,kurt_1.png,wolf,tu,wolf,wolf,,1,wolf,0,,26,
du,kurt_1.png,wolf,tu,wolf,vos,,0,,0,,2,
du,kurt_1.png,wolf,tu,wolf,hond,,0,,0,,1,
du,kurt_1.png,wolf,tu,wolf,wolfd,,0,,0,,1,
tu,kurt_1.png,wolf,tu,kurt,kurt,Wolf,1,kurt,0,,5,
du,kurt_2.png,worm,tu,worm,worm,,1,worm,0,,23,
du,kurt_2.png,worm,tu,worm,"rups, worm",,1,worm,0,,1,
du,kurt_2.png,worm,tu,worm,"worm, appel",,1,worm,0,,1,
du,kurt_2.png,worm,tu,worm,"worm, dier",,1,worm,0,,1,
du,kurt_2.png,worm,tu,worm,meelworm,,0,,1,meelworm,1,
du,kurt_2.png,worm,tu,worm,rups,,0,,0,,2,
du,kurt_2.png,worm,tu,worm,appel,,0,,0,,1,
tu,kurt_2.png,worm,tu,kurt,kurt,Worm,1,kurt,0,,3,
tu,kurt_2.png,worm,tu,kurt,elma kurdu,Apple worm,0,,0,,2,
du,kuşak_1.png,sash,tu,"band, bnd","band, judoband",,1,band,1,judoband,1,
du,kuşak_1.png,sash,tu,"band, bnd",band,,1,band,0,,11,
du,kuşak_1.png,sash,tu,"band, bnd","band, vechtsport",,1,band,0,,2,
du,kuşak_1.png,sash,tu,"band, bnd","band, judo",,1,band,0,,1,
du,kuşak_1.png,sash,tu,"band, bnd","band, riem",,1,band,0,,1,
du,kuşak_1.png,sash,tu,"band, bnd",bnd,,1,bnd,0,,1,
du,kuşak_1.png,sash,tu,"band, bnd",judoband,,0,,1,judoband,7,
du,kuşak_1.png,sash,tu,"band, bnd",karateband,,0,,1,karateband,1,
du,kuşak_1.png,sash,tu,"band, bnd",riem,,0,,0,,2,
du,kuşak_1.png,sash,tu,"band, bnd",judo,,0,,0,,1,
du,kuşak_1.png,sash,tu,"band, bnd",oranje,,0,,0,,1,
du,kuşak_1.png,sash,tu,"band, bnd",slip,,0,,0,,1,
tu,kuşak_1.png,sash,tu,"kuşak, kusak","kemer, kuşak","Belt, sash",1,kuşak,0,,1,
tu,kuşak_1.png,sash,tu,"kuşak, kusak",kusak,Sash,1,kusak,0,,1,
tu,kuşak_1.png,sash,tu,"kuşak, kusak",kuşak,Sash,1,kuşak,0,,1,
tu,kuşak_1.png,sash,tu,"kuşak, kusak",kemer,Belt ,0,,0,,1,
tu,kuşak_1.png,sash,tu,"kuşak, kusak",taekwandocu kuşağı,Taekwondo belt,0,,0,,1,
du,kuşak_2.png,generation,tu,"generatie, generaties",generaties,,1,generaties,0,,3,
du,kuşak_2.png,generation,tu,"generatie, generaties",familie,,0,,0,,15,
du,kuşak_2.png,generation,tu,"generatie, generaties",stamboom,,0,,0,,7,
du,kuşak_2.png,generation,tu,"generatie, generaties","familie, stamboom",,0,,0,,1,
du,kuşak_2.png,generation,tu,"generatie, generaties",fotolijstjes,,0,,0,,1,
du,kuşak_2.png,generation,tu,"generatie, generaties",levensfases,,0,,0,,1,
du,kuşak_2.png,generation,tu,"generatie, generaties",levensloop,,0,,0,,1,
du,kuşak_2.png,generation,tu,"generatie, generaties",tijdsverloop,,0,,0,,1,
tu,kuşak_2.png,generation,tu,"kuşak, kusak",aile,Family,0,,0,,1,
tu,kuşak_2.png,generation,tu,"kuşak, kusak","aile, yaşlanma","Family, getting old",0,,0,,1,
tu,kuşak_2.png,generation,tu,"kuşak, kusak","büyüme, gelişim, hayat yolculuğu, hayat arkadaşlığı","Development, life partnership",0,,0,,1,
tu,kuşak_2.png,generation,tu,"kuşak, kusak",gelisim,Development ,0,,0,,1,
tu,kuşak_2.png,generation,tu,"kuşak, kusak",soy agaci,Family tree,0,,0,,1,
du,kuyruk_1a.png,queue,tu,rij,rij,,1,rij,0,,19,
du,kuyruk_1a.png,queue,tu,rij,wachtrij,,0,,1,wachtrij,2,
du,kuyruk_1a.png,queue,tu,rij,benen,,0,,0,,5,
du,kuyruk_1a.png,queue,tu,rij,hotpants,,0,,0,,1,
du,kuyruk_1a.png,queue,tu,rij,menigte,,0,,0,,1,
du,kuyruk_1a.png,queue,tu,rij,voetgangers,,0,,0,,1,
du,kuyruk_1a.png,queue,tu,rij,wandelaars,,0,,0,,1,
tu,kuyruk_1a.png,queue,tu,kuyruk,"sira, kuyruk",Queue,1,kuyruk,0,,1,
tu,kuyruk_1a.png,queue,tu,kuyruk,sıra,Queue,0,,0,,3,
tu,kuyruk_1a.png,queue,tu,kuyruk,bacaklar,Legs,0,,0,,1,
du,kuyruk_1b.png,queue,tu,rij,"wachtrij, rij",,1,rij,1,wachtrij,1,
du,kuyruk_1b.png,queue,tu,rij,rij,,1,rij,0,,18,
du,kuyruk_1b.png,queue,tu,rij,wachtrij,,0,,1,wachtrij,8,
du,kuyruk_1b.png,queue,tu,rij,lijn,,0,,0,,2,
du,kuyruk_1b.png,queue,tu,rij,mensen,,0,,0,,1,
tu,kuyruk_1b.png,queue,tu,kuyruk,"sira, kuyruk",Queue,1,kuyruk,0,,1,
tu,kuyruk_1b.png,queue,tu,kuyruk,sıra,Queue,0,,0,,3,
tu,kuyruk_1b.png,queue,tu,kuyruk,sira,Queue,0,,0,,1,
du,kuyruk_2.png,tail,tu,staart,staart,,1,staart,0,,28,
du,kuyruk_2.png,tail,tu,staart,"staart, hond",,1,staart,0,,1,
du,kuyruk_2.png,tail,tu,staart,afbeelding laadt niet,,0,,0,,1,
tu,kuyruk_2.png,tail,tu,kuyruk,kuyruk,Tail,1,kuyruk,0,,3,
tu,kuyruk_2.png,tail,tu,kuyruk,köpek kuyruğu,Dog tail,0,,0,,1,
tu,kuyruk_2.png,tail,tu,kuyruk,kuyryk,Tail,0,,0,,1,
du,makas_1.png,scissors,tu,"schaar, schaa",schaar,,1,schaar,0,,28,
du,makas_1.png,scissors,tu,"schaar, schaa",schaa,,1,schaa,0,,1,
du,makas_1.png,scissors,tu,"schaar, schaa",afbeelding laadt niet,,0,,0,,1,
tu,makas_1.png,scissors,tu,makas,makas,Scissors,1,makas,0,,5,
du,makas_2.png,switch_railway,tu,wissel,"wissel, wisselspoor",,1,wissel,1,wisselspoor,1,
du,makas_2.png,switch_railway,tu,wissel,wissel,,1,wissel,0,,9,
